Order_ID,Product_ID,Customer_ID,order_date,Profit
CA-2017-132647,OFF-PA-10001838,GH-14410,2017-02-17,5.76
CA-2016-114727,OFF-ST-10002292,LS-16945,2016-07-18,0.00
CA-2017-124674,FUR-BO-10002202,JB-16000,2017-11-17,-14.46
CA-2016-136371,FUR-FU-10000221,SV-20935,2016-03-19,6.91
US-2017-105046,OFF-PA-10004353,BE-11335,2017-07-17,47.95
CA-2017-121398,OFF-BI-10001718,FH-14365,2017-12-25,51.82
CA-2016-136686,OFF-AP-10002350,RF-19840,2016-12-12,15.83
CA-2016-106656,OFF-LA-10003148,DV-13045,2016-09-23,8.69
US-2017-116897,OFF-ST-10000025,JG-15160,2017-05-27,28.63
CA-2016-147256,TEC-PH-10003072,FC-14245,2016-10-17,220.49
CA-2015-110667,OFF-BI-10002735,NF-18595,2015-04-04,27.79
CA-2016-160220,TEC-PH-10001300,JS-16030,2016-10-20,35.20
CA-2016-157266,OFF-PA-10002689,TB-21280,2016-05-26,9.33
CA-2015-138954,OFF-ST-10003058,MH-17785,2015-11-15,20.58
CA-2016-121671,OFF-ST-10002344,AA-10480,2016-07-17,4.86
CA-2014-127614,FUR-TA-10003715,NF-18385,2014-02-11,75.37
CA-2016-134222,OFF-BI-10001658,NZ-18565,2016-07-10,-35.88
CA-2017-138611,TEC-PH-10000011,CK-12595,2017-11-14,15.99
CA-2016-129280,FUR-FU-10001876,SM-20905,2016-05-03,10.39
CA-2017-141439,TEC-PH-10001819,TT-21460,2017-11-26,43.19
CA-2016-152163,OFF-BI-10002215,JF-15355,2016-07-01,6.53
CA-2015-136147,TEC-AC-10004568,FM-14380,2015-11-13,-1.40
CA-2017-121538,OFF-PA-10004071,RH-19495,2017-11-28,31.07
CA-2017-147207,FUR-TA-10002958,TS-21655,2017-01-02,-169.64
US-2015-159513,TEC-MA-10003329,JD-15790,2015-04-02,24.29
CA-2017-111689,OFF-BI-10003984,HP-14815,2017-11-30,23.11
CA-2014-166555,TEC-PH-10004912,JK-15205,2014-07-11,47.81
CA-2015-132941,OFF-SU-10002557,MM-18280,2015-05-25,1.68
CA-2014-103058,TEC-AC-10001314,AG-10270,2014-07-23,8.00
US-2017-109582,OFF-PA-10004071,JM-15865,2017-09-12,79.89
CA-2017-103352,OFF-BI-10001196,RP-19390,2017-11-27,36.26
US-2016-152835,OFF-AR-10003056,RP-19855,2016-05-19,6.21
CA-2016-160129,FUR-FU-10002088,LS-17200,2016-11-23,3.95
CA-2015-121720,OFF-BI-10004593,JE-15610,2015-06-11,-62.88
CA-2014-166051,TEC-PH-10002680,JK-15625,2014-05-31,197.99
CA-2017-156237,FUR-FU-10001057,PS-18760,2017-09-14,4.80
CA-2017-160325,TEC-PH-10001944,BP-11095,2017-09-24,131.36
CA-2014-136336,OFF-ST-10002574,DB-13555,2014-04-21,0.00
CA-2017-166093,OFF-BI-10004230,RW-19540,2017-08-17,77.37
CA-2016-116526,OFF-BI-10004728,JA-15970,2016-09-01,11.09
CA-2014-160094,OFF-AR-10004010,JM-16195,2014-04-30,45.49
CA-2015-117961,OFF-ST-10001172,GP-14740,2015-11-26,25.18
CA-2017-159149,TEC-PH-10000038,CR-12820,2017-02-17,-87.67
US-2016-135209,OFF-PA-10000143,MH-17290,2016-12-29,8.87
CA-2016-113733,TEC-AC-10002473,LH-16900,2016-12-08,17.88
CA-2015-133242,OFF-BI-10004002,KH-16510,2015-06-18,16.61
CA-2014-110786,TEC-MA-10003183,AJ-10795,2014-12-29,287.98
CA-2017-129294,OFF-ST-10002615,KD-16615,2017-03-16,80.63
CA-2017-131156,FUR-FU-10001940,KH-16360,2017-04-03,7.64
CA-2017-143112,FUR-CH-10002880,TS-21370,2017-10-05,2.46
CA-2016-103982,TEC-AC-10002857,AA-10315,2016-03-03,5.74
CA-2017-107321,TEC-PH-10002200,AW-10930,2017-08-31,77.56
CA-2016-136049,OFF-BI-10001267,NM-18520,2016-12-23,-4.07
CA-2014-154158,OFF-PA-10001295,CC-12670,2014-12-23,15.93
CA-2015-152891,FUR-TA-10001857,TB-21625,2015-10-25,-31.65
CA-2015-132465,TEC-AC-10001998,DM-13525,2015-09-11,6.80
CA-2017-118857,FUR-FU-10004460,AH-10075,2017-04-15,70.72
CA-2017-152807,FUR-FU-10004415,MC-18100,2017-10-30,0.99
US-2014-117968,OFF-AR-10004165,RS-19420,2014-08-05,2.01
US-2016-135720,TEC-AC-10001267,FM-14380,2016-12-11,29.95
CA-2015-154823,OFF-BI-10001098,KN-16390,2015-08-21,-8.98
CA-2014-145387,OFF-BI-10004001,AM-10705,2014-10-31,15.68
CA-2014-143917,OFF-ST-10001228,KL-16645,2014-07-25,15.04
CA-2017-121419,FUR-TA-10004534,TC-21475,2017-04-02,70.01
US-2016-150035,FUR-FU-10003724,CL-11890,2016-12-01,4.35
CA-2017-131954,OFF-BI-10000138,DS-13030,2017-01-21,6.55
CA-2014-157784,OFF-PA-10000304,MC-17845,2014-07-05,9.33
CA-2015-138674,TEC-AC-10000358,KB-16585,2015-11-14,4.56
CA-2014-111899,OFF-FA-10000840,NC-18340,2014-05-04,1.85
CA-2014-102652,OFF-PA-10001977,AY-10555,2014-04-06,26.63
CA-2014-167927,OFF-AR-10004456,XP-21865,2014-01-20,12.74
CA-2017-105445,OFF-FA-10001229,BP-11095,2017-02-20,3.07
CA-2017-138289,OFF-PA-10001260,AR-10540,2017-01-16,25.23
US-2017-167920,OFF-ST-10004963,JL-15835,2017-12-09,0.61
CA-2017-141873,OFF-PA-10000069,HG-14845,2017-10-09,8.92
CA-2017-167661,OFF-BI-10002571,MP-18175,2017-10-05,13.47
CA-2017-100384,OFF-AR-10003514,NH-18610,2017-06-24,11.82
CA-2017-140872,OFF-AP-10003622,NR-18550,2017-06-03,0.59
CA-2015-146486,OFF-EN-10001509,DV-13465,2015-11-09,5.75
CA-2017-116946,OFF-ST-10002554,TS-21505,2017-12-19,-17.61
CA-2015-149748,OFF-ST-10004340,EM-13825,2015-05-31,16.79
CA-2017-151750,FUR-FU-10002116,JM-15250,2017-01-01,-187.38
CA-2016-158778,FUR-CH-10001146,DB-13210,2016-09-05,-19.34
CA-2017-110443,TEC-MA-10002073,CK-12205,2017-11-21,104.00
US-2015-115238,OFF-PA-10002689,JW-15220,2015-04-30,3.11
US-2016-103674,OFF-AR-10004752,AP-10720,2016-12-06,5.23
CA-2015-157770,TEC-PH-10001530,RD-19585,2015-12-13,49.44
CA-2017-116680,FUR-TA-10001771,PK-19075,2017-09-04,92.39
CA-2015-153535,FUR-FU-10001986,SG-20470,2015-05-20,20.39
CA-2016-119186,OFF-PA-10004621,MS-17710,2016-05-26,3.63
CA-2017-157854,FUR-FU-10003832,DM-13345,2017-04-08,15.76
CA-2016-157161,OFF-PA-10001461,JD-15895,2016-07-16,28.86
CA-2015-104948,OFF-BI-10001267,KH-16510,2015-11-13,3.46
US-2017-126179,TEC-PH-10001557,CS-12460,2017-07-03,77.75
CA-2017-110905,TEC-AC-10003023,RW-19690,2017-09-10,53.43
CA-2016-114104,TEC-PH-10004536,NP-18670,2016-11-20,236.23
US-2017-135013,TEC-CO-10001449,HR-14830,2017-07-24,839.99
CA-2014-107454,FUR-FU-10004018,RD-19720,2014-11-02,24.12
US-2017-132031,OFF-LA-10000081,PN-18775,2017-04-23,1.05
CA-2014-111451,FUR-FU-10002918,KL-16555,2014-12-26,-24.56
CA-2017-168109,TEC-AC-10003628,JK-15640,2017-07-03,26.39
CA-2016-125815,OFF-AR-10004441,DL-13330,2016-10-28,5.22
CA-2016-149195,OFF-FA-10001843,DM-13525,2016-09-05,5.34
CA-2014-169446,TEC-PH-10002817,SG-20605,2014-12-19,36.45
CA-2017-113530,OFF-AR-10000122,BC-11125,2017-05-19,1.40
CA-2017-100902,OFF-PA-10002558,CK-12595,2017-11-17,93.88
US-2014-119081,OFF-BI-10004519,TA-21385,2014-09-12,149.38
CA-2017-163860,OFF-BI-10003784,LO-17170,2017-12-28,-2.69
US-2016-146710,OFF-PA-10002615,SS-20875,2016-08-27,1.15
CA-2015-124975,FUR-TA-10002645,MG-17875,2015-06-22,-525.64
CA-2017-151799,OFF-SU-10001664,BF-11170,2017-12-14,6.68
US-2016-126452,OFF-PA-10002606,SC-20230,2016-08-21,21.38
US-2016-153815,FUR-FU-10004090,KL-16555,2016-11-06,5.78
CA-2016-142902,FUR-FU-10001918,BP-11185,2016-09-12,3.59
CA-2017-158120,OFF-BI-10002813,KH-16330,2017-11-17,-3.47
CA-2016-142545,OFF-PA-10004243,JD-15895,2016-10-28,27.32
CA-2015-156328,TEC-PH-10001198,RM-19375,2015-11-30,19.97
CA-2016-157161,TEC-AC-10000358,JD-15895,2016-07-16,18.24
US-2014-139640,OFF-PA-10000304,TB-21595,2014-11-07,9.07
US-2017-128951,OFF-PA-10003177,RS-19420,2017-07-15,6.22
CA-2014-146990,OFF-PA-10000246,BP-11095,2014-11-07,13.88
CA-2017-128769,OFF-AP-10001271,DM-12955,2017-09-07,7.14
US-2014-146353,OFF-BI-10003476,JE-15610,2014-10-14,11.00
US-2014-148194,OFF-AP-10000696,BS-11365,2014-05-04,19.03
CA-2015-129322,OFF-AP-10004336,DB-13405,2015-08-08,33.04
CA-2014-121762,OFF-AP-10001293,ML-17395,2014-02-14,22.95
CA-2016-116722,OFF-BI-10001890,LP-17080,2016-11-11,11.03
CA-2017-160087,OFF-AR-10001915,EN-13780,2017-03-18,6.55
CA-2017-107727,OFF-PA-10000249,MA-17560,2017-10-19,9.95
CA-2016-101161,OFF-AR-10001860,BW-11110,2016-10-13,12.49
CA-2017-104864,OFF-PA-10004609,JS-15685,2017-11-18,7.26
CA-2016-156685,TEC-PH-10004345,SC-20230,2016-07-08,107.96
CA-2016-108616,OFF-AR-10001149,JK-15730,2016-09-29,7.78
CA-2017-131618,OFF-BI-10001294,LS-17200,2017-06-17,-16.38
CA-2016-144792,FUR-FU-10002759,KD-16615,2016-04-30,22.38
CA-2017-100223,OFF-PA-10002195,LS-16945,2017-07-05,11.28
CA-2014-108189,OFF-EN-10004846,ES-14080,2014-10-02,4.63
CA-2017-148922,OFF-BI-10003476,SU-20665,2017-12-10,22.00
CA-2014-128839,OFF-FA-10002280,TT-21070,2014-09-08,21.60
CA-2015-135685,OFF-PA-10000157,MP-18175,2015-11-16,84.52
CA-2014-112158,FUR-BO-10003272,DP-13165,2014-12-02,-110.49
CA-2014-148040,FUR-CH-10001482,BF-11275,2014-03-22,-35.36
CA-2017-117044,OFF-PA-10003657,HA-14920,2017-09-11,6.42
CA-2016-131205,OFF-BI-10000315,AA-10645,2016-09-04,54.69
CA-2015-144806,OFF-PA-10003039,GH-14425,2015-12-06,61.96
CA-2016-141523,OFF-BI-10000948,MH-17440,2016-12-19,11.56
CA-2016-144015,OFF-FA-10000624,AH-10075,2016-06-26,8.95
CA-2017-126438,OFF-AR-10003338,AR-10345,2017-09-10,3.72
CA-2017-140760,OFF-EN-10001141,DO-13435,2017-06-02,15.92
CA-2016-158778,FUR-CH-10000309,DB-13210,2016-09-05,-63.38
CA-2016-112697,OFF-AP-10002684,AH-10195,2016-12-18,24.32
CA-2015-120341,TEC-PH-10003357,SF-20200,2015-09-26,-9.18
CA-2017-107713,OFF-BI-10002026,JB-16000,2017-03-13,81.92
CA-2016-160220,OFF-ST-10000617,JS-16030,2016-10-20,1.46
CA-2017-110905,OFF-BI-10002954,RW-19690,2017-09-10,6.58
CA-2017-152912,OFF-BI-10004728,BM-11650,2017-11-09,4.43
CA-2016-104150,OFF-EN-10002504,AG-10330,2016-08-03,38.32
US-2014-143231,TEC-AC-10000358,GM-14455,2014-12-31,27.35
CA-2015-162201,OFF-BI-10002429,AG-10495,2015-06-08,-13.39
CA-2015-169397,OFF-AR-10001958,JB-15925,2015-12-24,2.72
US-2014-156216,OFF-BI-10001679,EA-14035,2014-09-13,-12.43
CA-2016-157749,FUR-FU-10004351,KL-16645,2016-06-04,-4.68
CA-2016-136126,OFF-SU-10000898,EH-14125,2016-05-24,20.16
CA-2014-167927,FUR-FU-10002918,XP-21865,2014-01-20,30.02
CA-2014-143371,OFF-SU-10002537,MD-17350,2014-12-28,13.30
CA-2014-158771,OFF-LA-10003121,SB-20290,2014-05-09,9.50
CA-2014-151001,OFF-ST-10001031,JG-15805,2014-04-05,3.91
CA-2016-117408,OFF-ST-10001580,TP-21130,2016-08-31,2.40
CA-2015-110863,OFF-PA-10000474,AA-10645,2015-11-17,49.97
US-2017-108014,OFF-BI-10003984,JH-15430,2017-11-19,-45.93
CA-2016-153157,TEC-PH-10003171,TB-21625,2016-09-11,62.93
CA-2014-132010,OFF-EN-10003160,MA-17995,2014-10-13,17.47
US-2017-132927,OFF-BI-10001116,RD-19720,2017-12-09,-8.13
CA-2014-136742,OFF-BI-10003719,GP-14740,2014-04-06,-35.93
CA-2017-146920,OFF-PA-10001461,SC-20305,2017-08-28,9.00
CA-2015-132465,OFF-ST-10003641,DM-13525,2015-09-11,2.00
US-2016-138408,TEC-AC-10003870,KC-16255,2016-11-18,528.00
US-2017-106796,OFF-AR-10003504,JP-16135,2017-05-12,1.16
CA-2017-118577,OFF-PA-10004888,XP-21865,2017-10-06,3.11
CA-2014-140396,TEC-PH-10004447,KH-16330,2014-11-20,216.82
US-2017-125647,TEC-PH-10004188,LC-16870,2017-09-23,-9.00
CA-2015-132080,OFF-BI-10003694,DP-13105,2015-08-22,16.29
CA-2016-139395,FUR-FU-10003724,MG-17650,2016-12-12,8.70
US-2016-157490,TEC-AC-10001553,LB-16795,2016-10-06,0.85
CA-2017-120222,OFF-BI-10000666,LL-16840,2017-04-25,27.50
CA-2016-143749,FUR-BO-10002853,AG-10300,2016-12-05,20.49
CA-2014-142769,OFF-PA-10002923,RP-19390,2014-09-13,24.47
CA-2014-122882,TEC-PH-10003589,SB-20290,2014-09-07,4.32
CA-2014-148950,OFF-FA-10003059,JD-16015,2014-12-14,0.47
CA-2016-100153,TEC-AC-10001772,KH-16630,2016-12-13,24.91
CA-2015-151547,OFF-SU-10000898,AH-10465,2015-01-17,10.01
CA-2017-126536,OFF-BI-10001191,NK-18490,2017-10-12,36.92
CA-2016-117590,FUR-FU-10003664,GH-14485,2016-12-08,-147.96
CA-2017-102099,OFF-PA-10003172,EP-13915,2017-12-18,6.22
CA-2017-117695,OFF-PA-10002713,PW-19030,2017-08-05,6.33
CA-2014-109680,OFF-ST-10001932,VP-21760,2014-10-06,54.09
CA-2014-138072,TEC-AC-10004859,GA-14725,2014-12-30,6.99
CA-2016-128531,OFF-PA-10000167,NS-18505,2016-11-24,23.24
CA-2015-121132,OFF-LA-10002368,VB-21745,2015-07-17,2.04
CA-2015-144806,OFF-PA-10002586,GH-14425,2015-12-06,6.72
US-2017-160759,FUR-CH-10002961,AI-10855,2017-12-11,-9.10
CA-2016-126809,OFF-BI-10003712,EB-13750,2016-04-09,12.82
CA-2014-145576,OFF-AP-10003914,CA-12775,2014-09-14,1.30
CA-2016-145919,OFF-SU-10003505,HG-14965,2016-12-18,28.97
CA-2017-105410,TEC-AC-10002926,ND-18370,2017-03-19,85.98
CA-2016-101742,OFF-BI-10004187,CR-12580,2016-09-23,3.68
CA-2014-154963,TEC-PH-10004093,AA-10645,2014-06-22,-15.18
US-2017-145366,OFF-EN-10004386,CA-12310,2017-12-09,21.59
CA-2017-123134,FUR-FU-10003975,DW-13585,2017-05-02,12.99
US-2017-169551,FUR-BO-10001519,RL-19615,2017-07-07,-45.35
CA-2017-126382,FUR-FU-10002960,HK-14890,2017-06-03,9.67
CA-2016-107216,OFF-AR-10001545,PV-18985,2016-06-14,2.04
CA-2014-123855,TEC-PH-10000215,MC-18100,2014-06-18,12.23
CA-2016-105732,OFF-ST-10004340,AG-10270,2016-09-13,100.73
CA-2014-120278,OFF-ST-10004258,MS-17365,2014-11-07,9.89
CA-2017-103443,OFF-ST-10002276,AT-10735,2017-12-17,41.68
CA-2016-100993,TEC-PH-10001448,AZ-10750,2016-02-05,-31.99
CA-2014-126760,FUR-FU-10004018,KM-16720,2014-07-26,36.18
US-2017-165344,TEC-MA-10002210,SB-20290,2017-11-13,-935.96
US-2014-106334,OFF-PA-10003657,JF-15490,2014-12-27,5.78
CA-2014-103989,OFF-LA-10000443,MC-17605,2014-03-19,3.99
CA-2014-124247,FUR-CH-10001854,SH-20635,2014-12-16,70.20
CA-2015-153416,OFF-ST-10000060,TS-21340,2015-11-24,54.58
CA-2015-134747,TEC-PH-10002890,DL-12925,2015-10-12,35.29
CA-2016-140543,OFF-ST-10000563,Co-12640,2016-06-29,19.19
CA-2015-121188,FUR-FU-10003981,CB-12025,2015-08-28,1.75
US-2017-119816,FUR-FU-10004848,TT-21460,2017-03-04,-77.63
CA-2015-136805,OFF-AP-10001394,NM-18445,2015-05-23,245.70
CA-2015-113404,FUR-CH-10003312,EM-13810,2015-07-16,-219.16
CA-2017-167899,FUR-FU-10004071,JG-15805,2017-05-21,72.81
CA-2015-154921,OFF-EN-10000056,EA-14035,2015-05-23,87.74
CA-2015-101000,OFF-AP-10000179,IG-15085,2015-04-09,144.35
CA-2015-103205,TEC-PH-10004896,JJ-15760,2015-12-08,12.00
CA-2014-131527,TEC-PH-10001644,TB-21280,2014-12-01,9.60
CA-2017-122770,OFF-PA-10003172,EP-13915,2017-12-13,18.66
CA-2015-124450,FUR-CH-10000309,GT-14710,2015-04-27,316.88
CA-2014-143917,FUR-FU-10004351,KL-16645,2014-07-25,34.28
CA-2015-148180,OFF-BI-10000605,BP-11095,2015-07-26,3.09
CA-2017-168942,OFF-ST-10004340,EM-13960,2017-08-01,50.37
CA-2015-104514,OFF-AR-10001473,CB-12535,2015-01-02,2.66
CA-2015-166219,FUR-TA-10004607,BP-11185,2015-08-28,-16.26
CA-2016-166163,TEC-PH-10004896,CY-12745,2016-08-15,7.20
CA-2015-110863,OFF-ST-10002756,AA-10645,2015-11-17,5.41
US-2014-119137,TEC-AC-10002076,AG-10900,2014-07-23,-29.94
CA-2017-161200,FUR-BO-10000468,SV-20365,2017-08-06,23.32
CA-2015-161718,TEC-PH-10000376,SO-20335,2015-12-04,10.39
CA-2017-152485,OFF-AR-10001940,JD-15790,2017-09-04,3.77
CA-2014-165309,OFF-PA-10003724,KD-16270,2014-11-11,7.87
CA-2017-150189,OFF-LA-10002762,VG-21790,2017-07-08,35.33
CA-2017-104731,OFF-SU-10003505,AM-10705,2017-07-21,11.59
CA-2015-109190,TEC-CO-10001943,CC-12685,2015-10-23,161.99
CA-2017-107293,OFF-AR-10003732,CS-12400,2017-09-05,0.72
CA-2017-131807,OFF-FA-10002780,GG-14650,2017-10-05,6.85
CA-2016-164637,OFF-BI-10003876,RD-19480,2016-03-04,64.20
CA-2014-115980,OFF-FA-10000304,VW-21775,2014-07-15,2.68
US-2016-163881,TEC-AC-10000420,SP-20860,2016-11-24,190.37
CA-2016-104276,TEC-PH-10001944,HF-14995,2016-11-27,14.60
US-2017-115595,OFF-PA-10001745,XP-21865,2017-10-09,16.54
CA-2016-160717,TEC-PH-10001760,ME-17320,2016-06-06,161.19
US-2017-120418,OFF-ST-10002370,BC-11125,2017-06-11,7.70
CA-2017-105487,TEC-AC-10002305,CS-12250,2017-10-08,6.48
CA-2017-119284,TEC-PH-10000560,TS-21205,2017-06-15,223.99
US-2014-144078,OFF-AR-10004707,RB-19435,2014-11-25,2.60
CA-2015-109575,OFF-ST-10004950,KH-16630,2015-09-18,7.97
CA-2015-112319,OFF-PA-10003441,AR-10510,2015-08-31,27.99
CA-2017-140515,OFF-AP-10001205,GZ-14545,2017-03-19,106.78
CA-2017-101581,FUR-TA-10002607,DW-13195,2017-10-22,-120.51
CA-2016-165330,OFF-AR-10000914,WB-21850,2016-12-11,6.06
CA-2015-120810,FUR-FU-10002253,TH-21550,2015-07-23,50.24
CA-2017-157252,FUR-CH-10003396,CV-12805,2017-01-20,2.31
US-2017-103247,OFF-BI-10004492,PO-19195,2017-10-05,25.58
CA-2015-120341,OFF-BI-10004224,SF-20200,2015-09-26,-100.92
US-2014-126340,TEC-PH-10004447,EB-13870,2014-11-08,25.02
CA-2016-147536,TEC-AC-10003280,AR-10510,2016-12-26,18.89
CA-2015-138331,OFF-AR-10002952,JK-15625,2015-08-07,10.68
CA-2016-152730,OFF-ST-10000876,EM-14140,2016-05-30,13.93
CA-2014-166191,TEC-AC-10004659,DK-13150,2014-12-05,76.64
CA-2016-114405,OFF-ST-10001627,AS-10240,2016-04-07,3.67
CA-2017-125472,FUR-FU-10001731,BD-11725,2017-05-30,3.04
CA-2015-166947,FUR-CH-10004997,EB-13750,2015-06-05,169.18
CA-2017-128265,OFF-ST-10000142,VW-21775,2017-11-17,349.34
CA-2016-110492,OFF-BI-10003274,JS-15880,2016-02-12,7.48
US-2016-167472,TEC-AC-10003174,CK-12595,2016-06-06,129.35
CA-2015-124541,OFF-BI-10004965,TT-21220,2015-04-06,-12.08
CA-2015-103716,OFF-AR-10000658,KB-16585,2015-04-30,9.70
CA-2017-163510,OFF-ST-10000563,JW-15955,2017-12-25,9.59
CA-2015-100454,FUR-BO-10001519,BM-11650,2015-11-20,9.30
CA-2014-151995,FUR-TA-10002903,ZC-21910,2014-10-13,311.65
CA-2017-101049,FUR-FU-10004415,AS-10240,2017-06-21,2.46
US-2016-117793,OFF-ST-10002406,MA-17560,2016-08-23,4.19
CA-2016-130911,FUR-BO-10004357,DC-12850,2016-03-24,-241.18
CA-2015-123939,TEC-PH-10000923,MS-17710,2015-08-24,4.05
CA-2014-129364,TEC-PH-10003095,TB-21250,2014-12-08,19.76
CA-2017-133718,OFF-BI-10003429,TB-21520,2017-07-23,5.51
US-2016-157490,TEC-MA-10001695,LB-16795,2016-10-06,-938.28
CA-2014-152618,TEC-MA-10003626,RB-19465,2014-03-14,156.05
CA-2014-132542,OFF-BI-10004099,AM-10360,2014-10-06,7.68
CA-2014-123064,OFF-AR-10004582,RA-19915,2014-06-30,1.64
CA-2015-159786,FUR-TA-10001307,RK-19300,2015-10-12,-13.98
CA-2014-138128,TEC-CO-10001766,FP-14320,2014-12-09,126.00
US-2016-169369,OFF-PA-10004438,EC-14050,2016-12-12,23.09
CA-2017-135069,FUR-FU-10003878,BS-11755,2017-04-10,6.42
CA-2017-118199,FUR-TA-10004154,LB-16795,2017-05-09,63.11
CA-2017-152485,OFF-AR-10003759,JD-15790,2017-09-04,3.19
US-2014-155502,FUR-FU-10001847,SD-20485,2014-01-26,4.47
CA-2016-106530,OFF-PA-10004451,CL-12565,2016-05-08,3.63
CA-2014-145254,TEC-PH-10004531,NC-18535,2014-07-23,38.00
CA-2015-145485,OFF-ST-10000649,JM-16195,2015-11-05,16.00
US-2017-163300,FUR-CH-10003396,ES-14020,2017-09-15,-21.00
CA-2016-145247,OFF-PA-10003641,ND-18370,2016-05-05,36.00
CA-2014-110555,TEC-PH-10000586,MM-18055,2014-04-11,9.24
CA-2014-110639,OFF-PA-10004530,RH-19495,2014-08-23,22.50
CA-2017-144638,TEC-PH-10000149,MH-18115,2017-03-10,-8.38
US-2015-126977,OFF-ST-10003058,PF-19120,2015-09-17,27.43
US-2017-126060,FUR-BO-10003433,DW-13585,2017-04-14,-32.22
CA-2014-107594,OFF-AR-10000716,EH-13945,2014-07-02,2.18
CA-2014-105172,OFF-LA-10001641,PK-18910,2014-04-04,9.07
CA-2017-107629,FUR-FU-10002298,DB-13060,2017-12-14,-292.99
CA-2014-113271,OFF-BI-10002609,DS-13030,2014-07-09,4.65
CA-2017-131625,FUR-FU-10004960,BN-11515,2017-09-01,39.07
CA-2014-146528,OFF-SU-10002522,VF-21715,2014-07-25,4.50
CA-2015-143364,FUR-BO-10001608,TG-21310,2015-07-14,-191.65
CA-2014-139542,OFF-BI-10000309,EH-14185,2014-10-25,-9.59
CA-2015-168564,OFF-BI-10002557,TT-21220,2015-08-08,2.73
CA-2017-117324,OFF-PA-10002713,JP-15520,2017-12-08,12.66
CA-2017-139199,OFF-PA-10001293,DK-12835,2017-12-09,6.22
CA-2014-140732,OFF-AP-10001626,MA-17560,2014-11-11,2.02
CA-2014-103989,FUR-FU-10003981,MC-17605,2014-03-19,1.37
CA-2017-122770,OFF-PA-10000232,EP-13915,2017-12-13,6.35
US-2016-115455,FUR-FU-10004671,SE-20110,2016-09-08,-7.77
CA-2015-138009,OFF-ST-10001272,SF-20965,2015-11-29,130.87
CA-2014-160738,OFF-ST-10003442,KH-16330,2014-05-05,3.96
CA-2016-113607,TEC-PH-10004094,PW-19030,2016-10-14,272.98
CA-2017-149160,FUR-FU-10003347,JM-15265,2017-11-23,11.08
CA-2017-124744,OFF-PA-10001970,EH-14125,2017-06-21,219.44
CA-2015-135020,OFF-BI-10000605,MS-17770,2015-05-28,2.06
CA-2017-164917,OFF-AR-10004344,MK-17905,2017-12-02,4.20
CA-2014-167927,OFF-ST-10003123,XP-21865,2014-01-20,15.98
CA-2016-125738,OFF-BI-10001628,PB-18805,2016-10-15,13.04
US-2016-150567,OFF-BI-10000069,RP-19855,2016-05-17,-21.61
CA-2017-143252,TEC-AC-10002331,HE-14800,2017-12-18,10.86
US-2017-167920,OFF-BI-10004236,JL-15835,2017-12-09,13.51
US-2016-147340,FUR-FU-10002501,EB-13750,2016-09-24,23.38
US-2014-164616,OFF-SU-10004768,MS-17770,2014-08-19,1.15
CA-2016-145548,TEC-AC-10002305,EB-13750,2016-11-11,6.48
CA-2014-103373,TEC-PH-10002885,BS-11755,2014-05-18,-168.96
US-2014-159926,FUR-FU-10001473,CS-11950,2014-11-18,5.28
CA-2016-162390,OFF-BI-10004318,DP-13105,2016-12-06,314.84
CA-2016-154662,FUR-TA-10001771,BF-11215,2016-06-09,173.24
US-2014-127635,OFF-BI-10001721,SC-20260,2014-09-14,-13.68
CA-2017-125115,OFF-PA-10004101,RD-19930,2017-04-10,3.63
CA-2016-157364,OFF-AR-10003752,LT-17110,2016-11-19,6.01
CA-2016-128916,FUR-FU-10001940,MA-17560,2016-08-18,-3.82
CA-2014-132801,OFF-ST-10001228,JG-15805,2014-10-07,10.74
CA-2017-100825,OFF-ST-10003123,KD-16495,2017-09-09,23.97
CA-2017-106180,OFF-EN-10004030,SH-19975,2017-09-18,5.10
CA-2015-121783,OFF-ST-10000078,PO-19180,2015-11-10,143.19
CA-2017-120705,OFF-ST-10001522,MG-17875,2017-09-05,-29.44
CA-2015-123113,OFF-AP-10000275,AT-10735,2015-11-23,735.03
CA-2016-149916,TEC-MA-10000752,ED-13885,2016-12-22,3.76
CA-2016-162082,OFF-AR-10001044,JS-15880,2016-03-14,16.37
CA-2015-168207,OFF-BI-10003355,LT-17110,2015-11-02,4.18
CA-2015-158659,OFF-ST-10003306,SC-20695,2015-11-10,207.15
CA-2016-166653,OFF-EN-10003055,NP-18685,2016-09-22,19.99
CA-2016-124352,OFF-PA-10003177,CD-12790,2016-10-15,6.22
CA-2017-108441,OFF-PA-10000697,SB-20170,2017-06-12,9.33
CA-2014-111773,OFF-BI-10000174,JK-15625,2014-06-29,4.87
CA-2015-148376,OFF-AP-10000240,AG-10900,2015-12-27,31.02
CA-2014-117345,OFF-AP-10001005,BF-10975,2014-08-01,10.22
US-2017-118598,TEC-PH-10002583,CM-12190,2017-11-16,6.00
CA-2014-103989,OFF-ST-10000918,MC-17605,2014-03-19,1.96
CA-2014-120243,OFF-LA-10004425,AT-10435,2014-12-27,5.43
CA-2014-102988,OFF-AR-10000127,GM-14695,2014-04-05,6.66
CA-2016-119186,OFF-PA-10004040,MS-17710,2016-05-26,5.20
CA-2014-154158,OFF-AR-10001868,CC-12670,2014-12-23,0.50
CA-2016-105781,FUR-CH-10001802,JF-15565,2016-02-16,39.92
CA-2017-133823,OFF-PA-10002870,LP-17080,2017-05-11,16.85
