Customer_ID,Discount,Order_Date,Order_ID,Price,Product_ID,Profit,Quantity,Row_ID,Ship_Date,Ship_Mode
MG-18205,0.7,10/4/2017,CA-2017-115070,4.419,OFF-BI-10003712,-3.0933,3,1999,14/4/2017,Second Class
CM-12385,0,16/3/2015,CA-2015-145352,8.34,OFF-AR-10003856,2.1684,3,2000,22/3/2015,Standard Class
SD-20485,0.2,10/10/2014,CA-2014-150329,46.872,FUR-FU-10003724,3.5154,7,2001,14/10/2014,Standard Class
BT-11680,0.4,28/11/2014,CA-2014-121629,998.85,TEC-MA-10004679,-199.77,5,2002,2/12/2014,Standard Class
NF-18595,0,19/4/2014,CA-2014-169460,76.14,FUR-FU-10004017,26.649,3,2003,21/4/2014,Second Class
NC-18415,0.2,3/5/2014,CA-2014-135755,40.176,OFF-BI-10004828,14.5638,3,2004,10/5/2014,Standard Class
JF-15565,0.2,6/11/2017,CA-2017-167941,28.272,FUR-FU-10004671,6.3612,2,2005,9/11/2017,Second Class
FP-14320,0,1/4/2016,CA-2016-111213,63.84,OFF-SU-10000946,18.5136,8,2006,5/4/2016,Standard Class
LF-17185,0,8/12/2017,CA-2017-148264,128.9,FUR-FU-10002703,15.468,2,2007,9/12/2017,First Class
JK-16120,0.5,17/2/2017,CA-2017-154039,480.96,FUR-TA-10001932,-269.3376,3,2008,22/2/2017,Standard Class
KH-16690,0.2,26/10/2015,CA-2015-150714,146.544,OFF-LA-10001474,47.6268,6,2009,1/11/2015,Standard Class
CM-12235,0,26/5/2016,CA-2016-149237,26.94,FUR-FU-10002088,11.3148,3,2010,30/5/2016,Standard Class
GH-14410,0.2,5/9/2016,CA-2016-144540,28.44,OFF-FA-10002763,4.266,9,2011,10/9/2016,Standard Class
TB-21355,0,18/5/2017,CA-2017-159464,302.94,FUR-BO-10003546,75.735,3,2012,19/5/2017,First Class
NB-18655,0.2,5/12/2014,CA-2014-125542,348.488,OFF-EN-10000056,117.6147,7,2013,7/12/2014,First Class
SC-20770,0.7,13/3/2016,US-2016-114013,51.897,OFF-BI-10004318,-41.5176,1,2014,15/3/2016,Second Class
MO-17800,0,3/6/2017,CA-2017-145506,136.26,OFF-ST-10004963,5.4504,9,2015,7/6/2017,Standard Class
KF-16285,0,10/3/2016,CA-2016-159016,14.9,OFF-PA-10004405,7.152,5,2016,11/3/2016,First Class
PS-18760,0,9/3/2016,CA-2016-153269,354.9,FUR-CH-10002647,88.725,5,2017,12/3/2016,First Class
Co-12640,0.2,2/8/2015,CA-2015-147501,6.368,OFF-BI-10002003,2.1492,2,2018,6/8/2015,Standard Class
PO-18865,0,28/5/2017,CA-2017-140088,301.96,FUR-CH-10000863,33.2156,2,2019,30/5/2017,Second Class
SP-20860,0,5/9/2015,CA-2015-105158,6.16,FUR-FU-10001706,2.9568,2,2020,10/9/2015,Standard Class
RW-19540,0.1,7/5/2017,CA-2017-141733,87.444,OFF-AP-10001563,18.4604,2,2021,11/5/2017,Standard Class
BT-11305,0,1/12/2015,CA-2015-103723,13.9,OFF-AR-10003251,5.56,5,2022,6/12/2015,Standard Class
SV-20365,0.2,10/11/2016,US-2016-136581,31.104,OFF-PA-10002787,10.8864,6,2023,12/11/2016,First Class
AA-10315,0,29/6/2017,CA-2017-147039,362.94,OFF-AP-10000576,90.735,3,2024,4/7/2017,Standard Class
MV-17485,0.8,25/6/2015,CA-2015-119690,0.984,OFF-BI-10000201,-1.476,2,2025,28/6/2015,First Class
DL-12925,0,3/11/2017,CA-2017-121615,8.56,OFF-PA-10000327,3.852,2,2026,9/11/2017,Standard Class
TZ-21580,0,22/2/2016,US-2016-143280,36.24,TEC-AC-10003399,15.2208,1,2027,26/2/2016,Standard Class
RB-19330,0.3,17/11/2014,CA-2014-159835,657.93,FUR-CH-10004997,-93.99,5,2028,24/11/2014,Standard Class
GH-14410,0.7,9/8/2016,CA-2016-118934,4.338,OFF-BI-10003314,-3.0366,3,2029,14/8/2016,Standard Class
CB-12025,0.15,28/8/2015,CA-2015-121188,307.666,FUR-BO-10004695,28.9568,2,2030,4/9/2015,Standard Class
SM-20950,0.2,29/9/2014,CA-2014-122931,4.224,OFF-AR-10003469,1.4784,3,2031,3/10/2014,Standard Class
HK-14890,0.2,23/4/2016,CA-2016-130001,36.24,OFF-PA-10002666,11.325,5,2032,28/4/2016,Standard Class
NS-18640,0.2,8/11/2015,CA-2015-108259,4.712,FUR-FU-10000023,1.4136,1,2033,15/11/2015,Standard Class
CK-12205,0.2,11/3/2014,CA-2014-166884,10.464,OFF-FA-10001561,1.7004,6,2034,16/3/2014,Second Class
HW-14935,0.2,20/2/2017,CA-2017-105809,215.968,TEC-PH-10001580,18.8972,2,2035,23/2/2017,First Class
CB-12025,0.8,24/8/2015,CA-2015-146563,2.724,OFF-BI-10003981,-4.2222,3,2036,28/8/2015,Standard Class
SG-20470,0,26/7/2014,CA-2014-116190,25.71,FUR-FU-10000719,9.2556,3,2037,1/8/2014,Standard Class
SC-20020,0.8,20/6/2014,CA-2014-166863,3.392,OFF-BI-10000756,-5.088,4,2038,24/6/2014,Standard Class
RA-19945,0.2,30/10/2017,CA-2017-152583,54.192,OFF-ST-10002214,4.0644,6,2039,30/10/2017,Same Day
AC-10660,0.2,17/3/2016,CA-2016-134544,84.784,TEC-PH-10003800,-20.1362,2,2040,19/3/2016,Second Class
SM-20950,0.1,20/12/2014,CA-2014-163412,192.186,FUR-CH-10004875,36.3018,3,2041,23/12/2014,Second Class
EB-13930,0.7,2/2/2014,CA-2014-123400,18.336,OFF-BI-10000666,-12.224,2,2042,9/2/2014,Standard Class
BS-11380,0,12/3/2017,CA-2017-116288,242.94,OFF-ST-10000736,9.7176,3,2043,17/3/2017,Standard Class
ND-18460,0,13/7/2015,US-2015-140851,38.88,OFF-PA-10000019,18.6624,6,2044,15/7/2015,Second Class
ZC-21910,0,11/5/2017,CA-2017-115322,43.92,OFF-AR-10004456,12.7368,3,2045,16/5/2017,Second Class
DW-13585,0.2,2/2/2017,US-2017-164147,78.304,OFF-PA-10002377,29.364,2,2046,5/2/2017,First Class
MH-17785,0,18/11/2014,CA-2014-124702,137.54,FUR-FU-10003553,55.016,2,2047,25/11/2014,Standard Class
CC-12145,0.2,15/9/2017,CA-2017-146185,31.744,OFF-AR-10002987,8.3328,2,2048,19/9/2017,Standard Class
SM-20950,0.4,29/9/2014,CA-2014-122931,409.272,FUR-TA-10004175,-81.8544,2,2049,3/10/2014,Standard Class
MV-18190,0.2,1/12/2016,CA-2016-127698,863.928,TEC-PH-10003811,86.3928,9,2050,1/12/2016,Same Day
TZ-21580,0,25/11/2017,CA-2017-101665,5.16,OFF-AR-10002335,1.3416,2,2051,1/12/2017,Standard Class
HW-14935,0,1/6/2017,CA-2017-121559,39.89,TEC-AC-10001714,14.7593,1,2052,3/6/2017,Second Class
TH-21115,0,8/7/2016,CA-2016-152520,12.96,OFF-PA-10000289,6.2208,2,2053,12/7/2016,Standard Class
LR-16915,0.2,30/11/2015,CA-2015-141327,335.744,FUR-FU-10000576,25.1808,2,2054,3/12/2015,First Class
DF-13135,0.2,30/1/2016,CA-2016-168032,1439.968,TEC-PH-10004241,143.9968,4,2055,3/2/2016,Standard Class
NC-18625,0.2,2/5/2015,CA-2015-116687,158.376,TEC-PH-10001750,13.8579,3,2056,7/5/2015,Standard Class
RH-19510,0.2,31/8/2015,CA-2015-157805,555.96,TEC-PH-10004447,41.697,5,2057,4/9/2015,Standard Class
KH-16630,0.2,11/9/2017,CA-2017-166898,143.952,TEC-PH-10002564,17.994,6,2058,13/9/2017,Second Class
ML-17395,0.7,25/9/2015,CA-2015-120845,2.469,OFF-BI-10004506,-1.8106,1,2059,2/10/2015,Standard Class
RS-19765,0,7/4/2014,CA-2014-128846,629.95,TEC-PH-10003273,163.787,5,2060,12/4/2014,Standard Class
AG-10495,0.2,23/10/2015,CA-2015-142692,3.592,OFF-BI-10004140,1.1225,1,2061,28/10/2015,Standard Class
MH-17440,0,17/3/2014,US-2014-164763,12.96,OFF-PA-10003349,6.3504,2,2062,21/3/2014,Standard Class
JC-15775,0,18/10/2015,CA-2015-127824,10.11,FUR-FU-10002505,3.2352,3,2063,22/10/2015,Standard Class
JM-15580,0.2,8/9/2016,CA-2016-155138,35.168,TEC-AC-10004209,8.3524,4,2064,12/9/2016,Standard Class
EM-14140,0,30/5/2016,CA-2016-152730,45.36,OFF-PA-10004888,21.7728,7,2065,4/6/2016,Standard Class
BB-11545,0.8,21/11/2015,CA-2015-107083,24.588,OFF-AP-10004136,-67.617,3,2066,27/11/2015,Standard Class
KA-16525,0,11/3/2014,CA-2014-158337,108.92,OFF-PA-10002137,49.014,14,2067,14/3/2014,Second Class
ND-18370,0.2,13/7/2015,CA-2015-114069,11.808,OFF-BI-10000320,4.2804,2,2068,15/7/2015,Second Class
SN-20710,0,27/11/2015,CA-2015-125234,107.97,TEC-AC-10000158,22.6737,3,2069,1/12/2015,Standard Class
GA-14725,0.2,25/12/2017,CA-2017-134194,44.688,OFF-SU-10000946,5.0274,7,2070,1/1/2018,Standard Class
MK-17905,0,21/10/2016,CA-2016-155516,23.2,OFF-BI-10002412,10.44,4,2071,21/10/2016,Same Day
CC-12220,0,16/11/2017,US-2017-107888,33.29,OFF-ST-10003123,7.9896,1,2072,19/11/2017,First Class
RB-19330,0.2,23/10/2017,CA-2017-106068,259.136,OFF-ST-10002344,-58.3056,4,2073,28/10/2017,Standard Class
PM-18940,0,9/12/2016,CA-2016-102092,1056.86,FUR-TA-10002530,158.529,7,2074,11/12/2016,First Class
JL-15850,0.7,25/4/2016,US-2016-150147,4.896,OFF-BI-10001982,-3.4272,3,2075,29/4/2016,Second Class
JB-15925,0.7,24/12/2015,CA-2015-169397,479.988,TEC-MA-10001148,-383.9904,4,2076,27/12/2015,First Class
DL-13315,0,8/12/2017,CA-2017-145226,109.48,FUR-FU-10004952,33.9388,2,2077,10/12/2017,Second Class
AR-10345,0.4,30/12/2014,US-2014-115189,251.964,TEC-PH-10002170,-50.3928,6,2078,3/1/2015,Second Class
GT-14755,0,3/7/2016,CA-2016-130029,12.96,OFF-PA-10000552,6.2208,2,2079,6/7/2016,First Class
LP-17080,0,11/11/2016,CA-2016-116722,41.96,FUR-FU-10001934,10.9096,2,2080,16/11/2016,Standard Class
LR-16915,0.7,30/11/2015,CA-2015-141327,6.048,OFF-BI-10000546,-4.2336,7,2081,3/12/2015,First Class
JL-15505,0,7/8/2017,CA-2017-156776,55.76,TEC-AC-10004803,7.8064,4,2082,11/8/2017,Standard Class
HG-14845,0.2,9/10/2017,CA-2017-141873,18.24,OFF-BI-10003655,6.156,6,2083,14/10/2017,Standard Class
EH-13945,0.2,27/5/2017,CA-2017-160458,25.92,OFF-PA-10001166,9.072,5,2084,29/5/2017,Second Class
BV-11245,0,30/1/2017,CA-2017-104220,18.28,OFF-BI-10001036,9.14,2,2085,5/2/2017,Standard Class
AY-10555,0.2,16/12/2017,CA-2017-137428,24.32,OFF-BI-10002949,8.208,5,2086,21/12/2017,Second Class
WB-21850,0.2,10/8/2015,US-2015-156496,139.944,TEC-PH-10004188,-31.4874,7,2087,16/8/2015,Standard Class
XP-21865,0.2,14/11/2017,US-2017-136679,45.04,OFF-AR-10003582,4.504,2,2088,18/11/2017,Standard Class
NP-18700,0,5/11/2016,CA-2016-125094,479.72,TEC-AC-10004420,52.7692,4,2089,9/11/2016,Standard Class
JK-15370,0.2,11/4/2014,US-2014-102715,335.944,TEC-AC-10001874,41.993,7,2090,13/4/2014,Second Class
CK-12760,0.5,9/10/2017,US-2017-117247,66.645,FUR-TA-10001676,-42.6528,3,2091,14/10/2017,Standard Class
VB-21745,0,8/3/2017,CA-2017-155698,20.7,OFF-LA-10001158,9.936,2,2092,11/3/2017,First Class
CT-11995,0.2,20/12/2014,CA-2014-138681,221.92,OFF-PA-10000357,77.672,5,2093,22/12/2014,First Class
PO-19180,0,10/11/2015,CA-2015-121783,74.76,OFF-BI-10001658,34.3896,3,2094,14/11/2015,Standard Class
KB-16585,0.2,8/9/2016,CA-2016-108868,70.368,OFF-AR-10001953,6.1572,2,2095,12/9/2016,Standard Class
RE-19450,0.2,3/6/2014,CA-2014-163867,15.936,OFF-LA-10001771,5.1792,4,2096,6/6/2014,First Class
MA-17560,0.2,27/10/2017,CA-2017-110373,7.056,OFF-AR-10003045,2.205,3,2097,30/10/2017,Second Class
KL-16555,0.2,23/9/2016,US-2016-129469,4.912,OFF-AR-10000315,0.307,2,2098,27/9/2016,Standard Class
AH-10465,0.2,3/1/2015,CA-2015-141243,7.056,OFF-AR-10001246,0.7938,3,2099,8/1/2015,Second Class
WB-21850,0.2,10/12/2017,US-2017-110149,87.92,FUR-FU-10001475,15.386,5,2100,13/12/2017,First Class
AW-10840,0.2,10/12/2017,CA-2017-143798,10.368,OFF-PA-10000788,3.6288,2,2101,12/12/2017,First Class
BP-11095,0.8,7/6/2014,US-2014-134971,12.462,OFF-BI-10003982,-20.5623,3,2102,10/6/2014,Second Class
IM-15070,0.5,11/12/2015,CA-2015-104346,364.95,FUR-TA-10000849,-248.166,5,2103,16/12/2015,Standard Class
MP-18175,0.2,25/11/2014,CA-2014-119151,275.952,FUR-BO-10003159,-37.9434,3,2104,29/11/2014,Second Class
TG-21640,0,18/9/2015,CA-2015-149713,160.72,OFF-PA-10004530,78.7528,14,2105,22/9/2015,Second Class
GM-14500,0,9/8/2014,CA-2014-141901,5.98,OFF-PA-10001667,2.691,1,2106,14/8/2014,Standard Class
KD-16615,0.2,16/3/2017,CA-2017-129294,70.464,OFF-BI-10004236,22.9008,6,2107,21/3/2017,Standard Class
MD-17860,0,21/10/2017,CA-2017-154410,909.12,OFF-ST-10002743,9.0912,8,2108,24/10/2017,First Class
MA-17560,0,8/8/2014,CA-2014-124478,38.34,OFF-EN-10002500,17.253,3,2109,12/8/2014,Standard Class
ER-13855,0.2,21/12/2015,CA-2015-127019,60.984,OFF-AP-10003971,4.5738,7,2110,25/12/2015,Standard Class
KD-16495,0.2,2/12/2016,US-2016-113985,104.184,OFF-BI-10000632,33.8598,3,2111,7/12/2016,Standard Class
CS-12355,0,23/6/2015,CA-2015-139164,5.43,OFF-FA-10003059,1.7919,3,2112,28/6/2015,Standard Class
MM-17260,0.3,15/7/2017,CA-2017-166142,310.443,FUR-TA-10004607,-48.7839,3,2113,19/7/2017,Standard Class
BE-11335,0,17/7/2017,US-2017-105046,39.08,FUR-FU-10004848,14.4596,4,2114,23/7/2017,Standard Class
KF-16285,0,24/9/2017,US-2017-132675,15.75,OFF-LA-10003766,7.56,5,2115,28/9/2017,Standard Class
KM-16375,0,4/11/2017,CA-2017-159135,4.3,OFF-AR-10000657,1.419,2,2116,8/11/2017,Standard Class
DO-13645,0,4/12/2017,CA-2017-118003,182.22,FUR-CH-10003817,45.555,3,2117,10/12/2017,Standard Class
RE-19450,0,15/8/2015,CA-2015-142454,104.23,FUR-FU-10004018,28.1421,7,2118,19/8/2015,Standard Class
ND-18460,0.5,19/9/2014,CA-2014-138177,73.915,FUR-TA-10004607,-45.8273,1,2119,24/9/2014,Standard Class
DD-13570,0.8,22/8/2016,US-2016-148334,4.312,OFF-BI-10003676,-6.8992,2,2120,26/8/2016,Standard Class
SC-20725,0.8,7/11/2014,CA-2014-159310,1.476,OFF-BI-10000201,-2.214,3,2121,12/11/2014,Standard Class
DC-12850,0.2,13/8/2017,CA-2017-128363,1.584,TEC-AC-10003709,0.4752,2,2122,18/8/2017,Standard Class
LP-17095,0,21/12/2017,CA-2017-106782,375.34,OFF-ST-10004459,18.767,1,2123,27/12/2017,Standard Class
CG-12040,0.2,20/6/2016,CA-2016-140081,447.696,OFF-AP-10001058,33.5772,2,2124,24/6/2016,Standard Class
CC-12430,0,3/10/2017,CA-2017-143035,6.63,OFF-AR-10001130,3.1161,3,2125,5/10/2017,Second Class
JK-16090,0.7,2/10/2017,CA-2017-141117,22.638,OFF-BI-10003676,-16.6012,7,2126,8/10/2017,Standard Class
BT-11305,0,28/1/2017,CA-2017-115994,239.97,TEC-AC-10000580,26.3967,3,2127,31/1/2017,Second Class
AB-10150,0.6,19/11/2017,CA-2017-158876,15.992,FUR-FU-10001967,-13.993,2,2128,21/11/2017,Second Class
AB-10600,0.2,30/11/2015,CA-2015-158323,17.088,FUR-FU-10001546,1.068,2,2129,3/12/2015,First Class
TB-21520,0.5,17/9/2015,US-2015-150630,3083.43,FUR-BO-10004834,-1665.0522,7,2130,21/9/2015,Standard Class
RK-19300,0,20/7/2015,CA-2015-160472,97.82,OFF-PA-10003129,45.9754,2,2131,25/7/2015,Second Class
BD-11605,0.2,15/8/2014,US-2014-164406,46.44,OFF-BI-10003638,15.093,3,2132,19/8/2014,Standard Class
SC-20440,0.4,26/10/2017,CA-2017-115119,61.542,TEC-PH-10001433,-13.3341,1,2133,30/10/2017,Standard Class
CV-12295,0.2,25/3/2017,US-2017-117534,211.168,TEC-PH-10000141,15.8376,4,2134,26/3/2017,First Class
DB-13120,0.2,1/5/2015,CA-2015-161998,41.376,OFF-SU-10004261,4.6548,3,2135,5/5/2015,Standard Class
GT-14710,0.2,13/6/2016,CA-2016-126795,33.568,OFF-BI-10001989,11.7488,2,2136,16/6/2016,Second Class
NS-18505,0.2,24/11/2016,CA-2016-128531,4.344,OFF-FA-10002676,0.8688,3,2137,26/11/2016,Second Class
KH-16360,0,29/4/2014,CA-2014-118304,19.98,TEC-PH-10000376,5.1948,2,2138,4/5/2014,Standard Class
AH-10210,0.2,23/11/2017,CA-2017-166919,195.96,TEC-PH-10001305,19.596,5,2139,27/11/2017,Standard Class
ZC-21910,0.3,25/4/2015,CA-2015-130365,128.058,FUR-CH-10003535,-23.7822,3,2140,29/4/2015,Standard Class
GG-14650,0.2,31/10/2014,CA-2014-106439,19.296,OFF-BI-10004209,6.03,3,2141,4/11/2014,Standard Class
KM-16720,0,2/12/2017,CA-2017-167395,979.95,TEC-PH-10004977,284.1855,5,2142,4/12/2017,First Class
SE-20110,0,13/11/2017,CA-2017-123624,82.95,TEC-AC-10000682,29.0325,5,2143,17/11/2017,Second Class
MH-18115,0.2,23/8/2016,US-2016-160528,666.4,TEC-AC-10002842,-33.32,7,2144,30/8/2016,Standard Class
LR-16915,0.2,30/11/2015,CA-2015-141327,98.352,OFF-AP-10001293,9.8352,3,2145,3/12/2015,First Class
AS-10240,0.7,21/6/2017,CA-2017-101049,41.256,OFF-BI-10001510,-34.38,6,2146,25/6/2017,Second Class
NZ-18565,0,2/8/2014,US-2014-106299,21.2,TEC-AC-10003237,9.116,2,2147,8/8/2014,Standard Class
LS-17245,0,26/11/2014,CA-2014-124730,11.52,OFF-LA-10001613,5.6448,4,2148,26/11/2014,Same Day
VS-21820,0.2,23/5/2017,CA-2017-167003,171.288,FUR-TA-10001520,-6.4233,3,2149,29/5/2017,Standard Class
AR-10540,0,16/1/2017,CA-2017-138289,302.67,FUR-CH-10004626,72.6408,3,2150,18/1/2017,Second Class
PO-19195,0,5/10/2017,US-2017-103247,160.93,TEC-PH-10003555,3.2186,7,2151,8/10/2017,Second Class
DD-13570,0.2,31/3/2014,US-2014-104759,79.984,TEC-AC-10004901,13.9972,2,2152,4/4/2014,Standard Class
GA-14725,0,11/11/2017,CA-2017-110842,19.44,OFF-PA-10000520,9.3312,3,2153,16/11/2017,Standard Class
KD-16270,0,12/12/2015,CA-2015-110870,299.94,TEC-AC-10002926,128.9742,6,2154,15/12/2015,First Class
JE-15745,0,21/10/2016,CA-2016-144729,154.44,OFF-ST-10004804,2,3,2155,25/10/2016,Standard Class
FG-14260,0,21/5/2014,CA-2014-152443,17.94,OFF-PA-10003022,9,3,2156,26/5/2014,Standard Class
JH-15985,0,5/9/2016,CA-2016-151372,4.36,OFF-FA-10000304,2,2,2157,6/9/2016,First Class
SN-20710,0,6/5/2014,US-2014-154879,5.78,OFF-LA-10004425,2.7166,2,2158,11/5/2014,Standard Class
DB-13405,0,17/3/2017,CA-2017-140949,46.53,OFF-ST-10003455,12.0978,3,2159,22/3/2017,Second Class
TN-21040,0,16/12/2016,CA-2016-155446,21.21,TEC-AC-10001445,4.4541,7,2160,23/12/2016,Standard Class
AT-10435,0,9/12/2017,CA-2017-102407,11.16,OFF-AR-10000122,2.79,2,2161,13/12/2017,Second Class
BT-11305,0.2,25/4/2014,CA-2014-166954,1487.04,FUR-CH-10003973,148.704,5,2162,30/4/2014,Standard Class
SC-20725,0,12/6/2016,CA-2016-103730,115.02,OFF-EN-10002500,51.759,9,2163,15/6/2016,First Class
BP-11185,0.2,12/9/2016,CA-2016-142902,6.264,OFF-LA-10000634,2.0358,3,2164,14/9/2016,Second Class
BD-11635,0.2,5/12/2015,CA-2015-110814,232.4,OFF-BI-10002026,78.435,5,2165,9/12/2015,Second Class
JE-15715,0.8,25/8/2014,CA-2014-126200,25.68,OFF-BI-10002133,-39.804,3,2166,29/8/2014,Standard Class
MO-17500,0.2,4/10/2016,CA-2016-121601,59.752,OFF-EN-10003862,19.4194,7,2167,4/10/2016,Same Day
AB-10105,0.2,19/9/2017,CA-2017-153822,89.584,TEC-AC-10000109,4.4792,2,2168,25/9/2017,Standard Class
JD-15895,0.2,13/4/2014,CA-2014-122336,30.992,OFF-FA-10002780,10.0724,13,2169,17/4/2014,Second Class
ND-18370,0,19/11/2016,CA-2016-130778,44.75,OFF-PA-10001509,20.585,5,2170,25/11/2016,Standard Class
TB-21355,0,25/1/2016,CA-2016-153346,18,OFF-PA-10000007,8.28,5,2171,27/1/2016,First Class
JC-15775,0.2,18/10/2015,CA-2015-127824,249.584,TEC-PH-10004094,15.599,2,2172,22/10/2015,Standard Class
NH-18610,0.2,2/3/2014,CA-2014-111157,3.424,OFF-PA-10000327,1.07,1,2173,6/3/2014,Standard Class
PV-18985,0.2,2/10/2017,CA-2017-105914,112.12,OFF-BI-10002854,42.045,5,2174,8/10/2017,Standard Class
KB-16315,0,28/5/2015,CA-2015-131758,47.82,OFF-AR-10000411,14.346,3,2175,1/6/2015,Standard Class
DP-13000,0,18/4/2015,CA-2015-115742,75.18,OFF-LA-10002762,35.3346,6,2176,22/4/2015,Standard Class
SZ-20035,0.6,21/12/2015,CA-2015-154284,51.756,FUR-FU-10003039,-33.6414,3,2177,26/12/2015,Second Class
BF-11005,0.6,28/7/2016,US-2016-105452,24.7,FUR-FU-10003691,-9.88,5,2178,1/8/2016,Standard Class
JS-16030,0,19/7/2016,CA-2016-163776,8.6,OFF-BI-10000404,4.042,1,2179,25/7/2016,Standard Class
JK-15370,0,13/8/2017,US-2017-103828,83.79,OFF-AP-10004249,22.6233,7,2180,13/8/2017,Same Day
JE-15715,0,21/2/2015,CA-2015-129770,49.12,OFF-PA-10000249,23.0864,4,2181,23/2/2015,Second Class
ME-17320,0,6/1/2014,CA-2014-167199,609.98,OFF-BI-10004632,274.491,2,2182,10/1/2014,Standard Class
TB-21625,0,25/10/2015,CA-2015-152891,60.45,OFF-AR-10004648,16.3215,3,2183,30/10/2015,Standard Class
VS-21820,0.8,7/1/2014,CA-2014-105417,10.43,OFF-BI-10003708,-18.2525,7,2184,12/1/2014,Standard Class
KN-16450,0.2,12/4/2014,CA-2014-154599,1075.088,TEC-PH-10001557,94.0702,14,2185,17/4/2014,Standard Class
SG-20470,0.7,22/8/2016,CA-2016-130484,26.352,OFF-BI-10000088,-18.4464,8,2186,27/8/2016,Standard Class
BT-11680,0,10/4/2016,CA-2016-123358,579.51,OFF-ST-10001932,81.1314,3,2187,17/4/2016,Standard Class
ES-14080,0.7,19/12/2016,CA-2016-134936,5.214,OFF-BI-10002103,-4.1712,2,2188,25/12/2016,Standard Class
BT-11680,0,10/4/2016,CA-2016-123358,150.66,OFF-ST-10000636,6.0264,9,2189,17/4/2016,Standard Class
GB-14530,0,8/5/2016,CA-2016-164672,211.96,FUR-FU-10001488,42.392,2,2190,13/5/2016,Second Class
EN-13780,0.2,4/6/2016,CA-2016-165848,136.784,FUR-BO-10000362,5.1294,1,2191,4/6/2016,Same Day
TS-21370,0.15,28/10/2014,CA-2014-101931,616.998,FUR-BO-10001337,-36.294,6,2192,31/10/2014,First Class
JK-15625,0,25/12/2015,CA-2015-113152,843.9,TEC-AC-10002049,371.316,2,2193,30/12/2015,Standard Class
BT-11395,0.2,3/3/2017,CA-2017-117513,399.672,FUR-TA-10001520,-14.9877,7,2194,8/3/2017,Standard Class
KL-16555,0.8,21/7/2017,CA-2017-103478,2.864,OFF-BI-10001890,-4.5824,4,2195,24/7/2017,Second Class
VM-21835,0.7,14/6/2016,CA-2016-133872,39.936,OFF-BI-10002082,-26.624,4,2196,17/6/2016,First Class
RM-19375,0,21/6/2014,CA-2014-141278,21.4,OFF-AR-10003056,6.206,5,2197,24/6/2014,First Class
AC-10615,0,2/9/2017,CA-2017-157987,167.97,TEC-AC-10000109,40.3128,3,2198,6/9/2017,Standard Class
AH-10690,0.2,31/7/2016,CA-2016-144148,863.128,FUR-TA-10002774,-32.3673,7,2199,5/8/2016,Standard Class
EB-13930,0.2,2/2/2014,CA-2014-123400,180.96,TEC-PH-10002890,13.572,5,2200,9/2/2014,Standard Class
CS-12490,0.2,1/11/2016,CA-2016-100671,111.672,OFF-ST-10004950,6.9795,9,2201,4/11/2016,First Class
BP-11290,0.2,31/5/2016,CA-2016-150483,18.496,OFF-PA-10001846,6.7048,4,2202,4/6/2016,Standard Class
MD-17350,0.3,10/3/2017,CA-2017-132290,933.408,FUR-TA-10002228,-173.3472,4,2203,14/3/2017,Standard Class
JS-15880,0.2,14/7/2016,CA-2016-115483,219.84,OFF-PA-10001497,79.692,5,2204,18/7/2016,Second Class
JK-15205,0.2,1/10/2016,CA-2016-116918,30.976,OFF-AR-10003631,5.0336,8,2205,6/10/2016,Second Class
EA-14035,0.2,5/12/2014,CA-2014-151162,17.472,OFF-PA-10003036,5.6784,3,2206,9/12/2014,Standard Class
KE-16420,0.2,4/7/2014,CA-2014-120096,32.432,OFF-AP-10000692,3.2432,2,2207,7/7/2014,First Class
ML-17395,0.7,25/9/2015,CA-2015-120845,6.336,OFF-BI-10001116,-4.6464,4,2208,2/10/2015,Standard Class
IG-15085,0,20/10/2017,CA-2017-158743,39.96,OFF-PA-10001019,18.7812,2,2209,27/10/2017,Standard Class
EB-13975,0.2,7/2/2016,CA-2016-135461,623.96,TEC-PH-10004094,38.9975,5,2210,10/2/2016,Second Class
MJ-17740,0,7/7/2016,CA-2016-106397,45.98,OFF-AR-10004602,12.8744,2,2211,13/7/2016,Standard Class
AP-10915,0.2,23/8/2014,CA-2014-124737,4.224,FUR-FU-10003274,1.2672,3,2212,27/8/2014,Standard Class
SL-20155,0,21/9/2014,CA-2014-124513,66.03,OFF-AR-10002956,17.1678,3,2213,25/9/2014,Standard Class
DB-13405,0,8/8/2015,CA-2015-129322,39.66,OFF-AR-10004587,11.898,2,2214,10/8/2015,Second Class
CC-12610,0,27/8/2014,CA-2014-124688,580,TEC-PH-10000455,168.1855,5,2215,29/8/2014,First Class
BT-11305,0.2,6/9/2015,CA-2015-138002,6,OFF-BI-10002160,2.1336,2,2216,12/9/2015,Standard Class
NP-18685,0.2,7/3/2014,US-2014-131982,108,OFF-BI-10004224,33.64,2,2217,11/3/2014,Second Class
SP-20545,0.2,9/10/2016,US-2016-128909,333,FUR-FU-10004071,-24.9624,4,2218,11/10/2016,Second Class
JC-15775,0,19/5/2017,US-2017-120607,196,OFF-PA-10003129,91.9508,4,2219,19/5/2017,Same Day
JC-15775,0,21/12/2014,CA-2014-109127,17,OFF-LA-10004409,7.9488,6,2220,25/12/2014,Standard Class
DJ-13630,0.2,14/12/2015,CA-2015-123232,319.968,TEC-PH-10001051,35.9964,4,2221,16/12/2015,Second Class
